id,name,content
161,人行道旁断枝,2020年9月9日下午4点8分左右，***社区第二网格网格员，在巡查过程中发现***10号楼西侧人行道上有断枝未及时清理，占据人行通道影响居民出行。
162,发现下水道口上不洁，有村民存放的树枝，影响村容村貌,巡查时发现下水道口上不洁，有村民存放的树枝，影响村容村貌
163,清理地面建筑垃圾预防意外发生,（补发，之前上报的没了）2020年9月5日，我村珍所正在修改大门。工人们施工的时候不太注意将砖头不小心遗落在道路中央。为防止村民们过往的时候发生意外，我在与施工人员协商之后，将道路中央的砖头都清理干净了。
164,房屋破损安全隐患,***街道**网格马******，雨季来临，*村老房子就存在安全隐患。每天网格内巡查走访是我们每一位网格员**常便饭。9月1日上午我在网格内巡查发现***家的屋顶上有瓦片零落现象，我立即联系了网格长报告了详细的情况，潘大娘说最近下雨屋里老是漏，平时光麻烦你们，就没好意思说。我说这是最应该说的事啊，大娘，你在家等着
165,网格巡查发现绿化带内杂草丛生,网格巡查发现绿化带内杂草丛生，联系物业修剪草坪。
166,绿化带里有绿化垃圾。,2020年9月8日上午10:00。***社区第三网格。上午10:00。网格内清理垃圾时。发现。十号楼东边停车位上的绿化，里边有绿化垃圾。已通知清理垃圾的。
167,健身器材酒精消毒,对健身广场健身器材进行酒精消毒，健身广场人流量大，在这里玩的孩子多，健身器材定期消毒保持干净卫生。
168,绿地内发现垃圾残留影响市容美观,绿地内发现垃圾残留影响市容美观
169,太晚能跑水了,2021.2.1日下午三点左右，***社区第二网格网格员***，在网格内巡查的时候，发现***二单元居民家的太阳能跑水了，我就赶紧联系了她。
170,车库前晾晒芝麻,2020年9月3日下午3时05分左右，***网格网格员***巡查至***33号楼南边时，发现有居民在车库外晾晒芝麻，如果不及时收走，不仅影响社区美观和文明形象而且不利于创城建设，需要及时清理。
171,路面保洁,2020年9月11日上午9:00左右，***镇***村网格员***在街上巡查的时候，发现我村有一个十字路口上面铺满了石子跟烂泥巴，影响了公路路面的整洁影响了过往行人及车辆的通行，于是网格员和村委商量以后，组织人员把路面上的垃圾全部都给清理走了。
172,乱堆农作物,2020.09.08日，在***社区第二网格排查，排查时发现B1***南面车库门旁边摆放了一堆芝麻，易经影响卫生环境，经反应相关部门后，找到了居民，经和居民沟通及时收起来了，也非常理解对卫生环境影响，会继续排查！
173,绿化带植物未及时修剪,2020年9月2日上午9时50分左右，***网格员***巡查至***时发现小区内的绿化带植物长的参差不齐，需要修剪，不仅影响小区环境的整洁，还影响文明城市的创建。
174,阻止侵占公共绿地,2020年9月1日上午10点左右，***网格员***在网格巡查过程中发现，***小区1***南侧草坪中有人私拉晾衣绳晾晒被褥，影响市容市貌，侵占公共绿地。
175,占道晒粮,下午五点左右巡查发现街面占道晒粮影响交通
176,自来水管破裂,1、时间：2020年9月2日2、地点：**社区3、巡查项目及是否存在的问题:2020年9月2日上午，我在**社区第一网格内排查，发现B3号楼前面的绿化带的水管破裂了，水柱喷出1米多高，不仅浪费水资源而且造成路面上积水现象。我赶紧找到了物业人员把水管阀门关了。
177,网格巡查村东头公路有混凝土,9月8日上午9点45分，网格巡查发现村东北角有建筑垃圾，影响村容村环境，我报村委排人来清理。
178,网格内巡查，排查灭火器是否有压力,***网格员***在网格内例行巡查，检查2号楼地下车库入口的灭火器是否有压力，灭火器是否有压力关系到居民的人身和财物的安全，如果发现没有压力或维修期不在规定的范围内，及时联系物业工作人员
179,食品垃圾袋乱扔,食品垃圾袋乱扔，影响村容村貌
180,小区的院墙。坏了。,2020年8月。六日。下午2:10。***第十网格在排查中发现***社区西区四号楼东侧院墙。坏了。上报社区。
181,垃圾桶爆满,2020年9月9号上午，***村网格员***到村里巡查时看到村民***门前的垃圾桶爆满，影响村容村貌和居民生活环境。请求上级尽快安排处理。
182,路灯,2020年9月8日晚上8点24分，正在巡查中的商业街网格员***发现，在商业街南边小公园步行路边的等坏了。漆黑一片，在溜达的人们有好几个看不事，绊倒了，如不及时修好路灯，还会伤到溜达的人，存在严重的安全隐患
183,**村清理树枝,今天是2020年9月3日，我是**镇**二村网格员***，今天在网格内巡查时，当来到村内西头大街处，发现路面堆放树枝现象，这样很不美观，还会影响村内的环境卫生，需要赶紧处理。
184,乱贴小广告,***小区小广场西头有一处配电箱乱贴小广告
185,给高龄老人修电路,8月9日，网格员我走访高龄老人家中时，老人告之我家中停电，所有电源都不能正常使用，老人为孤家寡人老人，三个女儿出嫁都不在身边，又不会打电话，见我来到，急忙把事情告诉我，她很着急。
186,排查灭火器,排查网格内消防器材灭火器的安全隐患，经排查发现均有安检报告，无隐患存在
187,扶正共享单车,2020年9月3日上午8点10分，***办事处***社区第七网格网格员在巡查过程中，发现14号楼前有一共享单车倒在地上，网格员上前将共享单车扶正。
188,***上晒被子,***上盖被子
189,歪斜的电线杆,2020年9月6日上午8点30分，***网格员巡查至经***，发现3号楼门口北侧有电线杆严重倾斜，此处为公共通道，对过往行人造成安全隐患。
190,***环境卫生,2020年9月10日***网格员在村内查看时村南村***胡同内晾晒着动物粪便，附近村民反应臭味太大，还影响村容村貌
191,发现道路有垃圾,网格辖区内道路有垃圾
192,废弃物垃圾,2021年2月2日下午1时05分左右，***村网格员***在村内进行日常巡查时发现，西一胡同里有废弃物垃圾，长时间未得到清理。影响村容村貌和居民生活环境。
193,发放扫黑除恶调查问卷,发放扫黑除恶调查问卷
194,地沟盖板毁坏。,2020年9月2日上午，我在巡查时发现村内地沟盖板让过路车辆压塌，影响村容村貌，存在较大的安全隐患。
195,水管线破裂漏水严重抢修及时,9.2日下午两点半，**小区，一管道井水阀门漏水严重，网格员及时通知物业人员抢修。经过近三个半小时抢修，于18时维修完毕并供水。
196,雨后巡查,我是***第二网格员***，昨天晚上风大，雨大。早去村里巡查了四闲院落，在巡查中发现了***家的闲置房屋后墙被大风，大雨冲塌，立即连系了村领导，村领导联系户主。
197,发现遗落垃圾,地面遗落垃圾
198,公厕无无障碍通道标识,2020年9月3日下午3:20***网格网格员***巡查至***3号楼1单元南面，地下车库出口旁公厕，发现公厕门口没有无障碍标识。
199,街道杂草尽快清理,2020年9月8日下午5点45分左右，**镇****村第一网格网格员***，在本村村委会以西第三条胡同内巡查时，发现此胡同存在杂草乱堆现象，长时间未清理，严重影响了本村村容村貌。
200,清理杂物,2020年9月8号，上午，9:00左右。***办事处，***小区，***社区，第八网格员。在网格内巡逻，发现到旁边有一堆杂物。为了干净整洁的小区，及时和物业工作人员及时清理掉。
201,流浪狗,村北发现一只流浪狗
202,发现乱堆物堆料现象,2020年9月4日，网格内走访巡查过程中发现，村生产路边一户村民将土堆放在公路上，既影响村容村貌，一定情况下还会影响村民正常出行，急需处理
203,***环境卫生,2020年09月09日上午，***第一网格***，在日常走访巡查巡查过程中，发现***村中心大街以东***路南侧第四条小巷，在环境整治中有许多树枝未做清理。
204,开会学习矛盾调解,***网格员***，在网格内例行巡查，并到***开会学习矛盾调解，实现矛盾源头化解，努力践行矛盾纠纷，微事不出格，小事不出小区，大事不出社区，为百姓创造平安和谐的生活环境
205,大车挂断线,2020年9月7日***村网格员***巡查到村庄北边发现有一辆车正行至村北一出电力线路底下，车太高挂到了电线，造成了电力中断，给村民生活带来了不便。
206,垃圾桶过满,2020年9月9日上午8点30分左右***网格员***在日常巡查的过程中，发现村西头第一个垃圾桶过满，无法正常投放垃圾，天气炎热容易滋生细菌，存在安全隐患。
207,车库前落叶未及时清理,2021年2月1日10时25分左右，***社区第三网格网格员***巡查至***30号楼时，发现车库前落叶未及时清理，影响环境卫生和整洁，需要及时清理干净。
208,43-121门口堆放装修垃圾,2020年9月1日上午9:00，*****社区西***区网格员**网格内进行日常安全巡查时，当巡查到商铺43-1**时，发现其门口堆放了大量的装修垃圾，对周边环境造成较大影响，且不利于创城工作，网格员**给物业由物业主及时清理。
209,巡查过程中发现路上乱堆瓦片，影响街面秩序,巡查过程中发现路上乱堆瓦片，影响街面秩序
210,生活垃圾乱扔,凉席乱扔，没扔垃圾桶
211,私拉线电车充电,2020年9月11日，**社区居委会***网格六巡查至辖区物业办公楼时，发现物业职工私拉线给电动三轮车充电。如果长时间过度充电，充电时无人监管，有一定的安全隐患。网格员耐心提醒物业职工注意充电时的监管。
